epoch,year,month,day,hour,minute,open,high,low,close,volume
1758902100,2025,9,26,15,55,661.82,661.95,661.425,661.75,3659320
1758901800,2025,9,26,15,50,661.74,661.86,661.15,661.805,1531872
1758901500,2025,9,26,15,45,661.44,661.77,661.32,661.74,919911
1758901200,2025,9,26,15,40,661.6386,661.69,661.39,661.44,731502
1758900900,2025,9,26,15,35,661.47,661.67,661.4,661.6291,512528
1758900600,2025,9,26,15,30,661.602,661.6026,661.375,661.46,479325
1758900300,2025,9,26,15,25,661.75,661.875,661.59,661.6,396410
1758900000,2025,9,26,15,20,661.6791,661.86,661.57,661.74,543415
1758899700,2025,9,26,15,15,661.49,661.76,661.3,661.68,460537
1758899400,2025,9,26,15,10,661.53,661.705,661.425,661.49,367094
1758899100,2025,9,26,15,5,661.845,661.92,661.51,661.5344,717294
1758898800,2025,9,26,15,0,661.915,662.01,661.73,661.845,704191
1758898500,2025,9,26,14,55,661.72,661.9983,661.7,661.92,360191
1758898200,2025,9,26,14,50,661.875,661.89,661.625,661.72,421730
1758897900,2025,9,26,14,45,661.88,661.955,661.47,661.87,920918
1758897600,2025,9,26,14,40,662.015,662.14,661.86,661.882,387172
1758897300,2025,9,26,14,35,661.78,662.075,661.76,662.0086,397382
1758897000,2025,9,26,14,30,661.74,661.9191,661.7,661.77,303389
1758896700,2025,9,26,14,25,661.78,662.02,661.56,661.725,662015
1758896400,2025,9,26,14,20,661.47,661.8,661.32,661.78,1024499
1758896100,2025,9,26,14,15,661.31,661.66,661.31,661.449,329365
1758895800,2025,9,26,14,10,660.89,661.34,660.85,661.33,514892
1758895500,2025,9,26,14,5,661.42,661.44,660.88,660.89,788344
1758895200,2025,9,26,14,0,661.34,661.605,661.26,661.42,553880
1758894900,2025,9,26,13,55,661.0,661.365,660.76,661.35,490363
1758894600,2025,9,26,13,50,661.27,661.31,660.91,660.98,384284
1758894300,2025,9,26,13,45,661.55,661.55,661.25,661.29,452571
1758894000,2025,9,26,13,40,661.46,661.729,661.34,661.525,468727
1758893700,2025,9,26,13,35,661.54,661.755,661.39,661.45,529543
1758893400,2025,9,26,13,30,661.63,661.67,661.37,661.54,418794
1758893100,2025,9,26,13,25,661.61,661.74,661.49,661.625,371539
1758892800,2025,9,26,13,20,661.41,661.6,661.195,661.6,462841
1758892500,2025,9,26,13,15,661.585,661.64,661.3644,661.41,339517
1758892200,2025,9,26,13,10,661.39,661.69,661.38,661.59,374030
1758891900,2025,9,26,13,5,661.18,661.4436,661.14,661.4,350021
1758891600,2025,9,26,13,0,661.33,661.42,661.15,661.16,628868
1758891300,2025,9,26,12,55,660.9501,661.495,660.815,661.33,807369
1758891000,2025,9,26,12,50,660.83,661.1,660.73,660.97,321709
1758890700,2025,9,26,12,45,660.835,660.97,660.54,660.83,459662
1758890400,2025,9,26,12,40,660.51,660.9404,660.4,660.84,419883
1758890100,2025,9,26,12,35,660.38,660.7,660.195,660.51,389902
1758889800,2025,9,26,12,30,660.4499,660.71,660.07,660.37,583389
1758889500,2025,9,26,12,25,660.56,660.76,660.14,660.4534,691699
1758889200,2025,9,26,12,20,659.49,660.56,659.46,660.53,783382
1758888900,2025,9,26,12,15,659.1,659.495,658.97,659.49,430207
1758888600,2025,9,26,12,10,658.82,659.175,658.65,659.1099,287451
1758888300,2025,9,26,12,5,658.82,659.1099,658.69,658.835,327146
1758888000,2025,9,26,12,0,658.68,658.875,658.5,658.79,513997
1758887700,2025,9,26,11,55,659.21,659.2801,658.635,658.67,329701
1758887400,2025,9,26,11,50,659.65,659.65,658.93,659.18,541643
1758887100,2025,9,26,11,45,659.45,659.66,659.18,659.65,659452
1758886800,2025,9,26,11,40,659.21,659.71,659.05,659.46,554020
1758886500,2025,9,26,11,35,659.81,659.91,659.04,659.21,549394
1758886200,2025,9,26,11,30,659.915,660.06,659.51,659.8,695562
1758885900,2025,9,26,11,25,658.985,659.93,658.97,659.93,556910
1758885600,2025,9,26,11,20,659.24,659.31,658.68,658.995,581972
1758885300,2025,9,26,11,15,658.25,659.31,658.05,659.24,568575
1758885000,2025,9,26,11,10,658.68,658.86,658.22,658.242,449527
1758884700,2025,9,26,11,5,658.73,659.03,658.44,658.69,439349
1758884400,2025,9,26,11,0,658.44,659.05,658.26,658.725,560481
1758884100,2025,9,26,10,55,658.71,659.12,658.35,658.45,490929
1758883800,2025,9,26,10,50,658.39,658.9013,658.15,658.72,640601
1758883500,2025,9,26,10,45,659.51,659.76,658.38,658.4,659111
1758883200,2025,9,26,10,40,659.43,659.96,659.3,659.515,895496
1758882900,2025,9,26,10,35,658.29,659.4844,658.12,659.44,886799
1758882600,2025,9,26,10,30,658.79,658.79,658.18,658.27,822293
1758882300,2025,9,26,10,25,658.82,658.88,657.88,658.781,1551482
1758882000,2025,9,26,10,20,659.56,659.61,658.75,658.81,862010
1758881700,2025,9,26,10,15,659.56,659.73,659.0688,659.58,1092001
1758881400,2025,9,26,10,10,659.94,660.19,659.26,659.57,1411227
1758881100,2025,9,26,10,5,661.02,661.1,659.62,659.905,2731969
1758880800,2025,9,26,10,0,661.8,662.37,660.98,660.9999,1539084
1758880500,2025,9,26,9,55,661.41,661.794,661.15,661.79,847135
1758880200,2025,9,26,9,50,661.61,661.9,661.145,661.4012,1320041
1758879900,2025,9,26,9,45,661.025,661.81,660.41,661.61,1676516
1758879600,2025,9,26,9,40,660.92,661.6851,660.59,661.03,2117521
1758879300,2025,9,26,9,35,660.765,661.04,660.44,660.91,1831022
1758879000,2025,9,26,9,30,659.51,660.89,658.92,660.7601,2264346
1758815700,2025,9,25,15,55,657.81,658.26,657.485,657.95,3019247
1758815400,2025,9,25,15,50,657.25,658.15,657.18,657.815,1884430
1758815100,2025,9,25,15,45,657.455,657.56,657.09,657.24,1057995
1758814800,2025,9,25,15,40,657.19,657.5,657.05,657.465,899766
1758814500,2025,9,25,15,35,657.4,657.49,657.04,657.19,998826
1758814200,2025,9,25,15,30,657.45,657.86,657.3,657.4,847137
1758813900,2025,9,25,15,25,657.1,657.52,657.1,657.45,672358
1758813600,2025,9,25,15,20,657.355,657.63,657.055,657.1,749117
1758813300,2025,9,25,15,15,657.58,657.775,657.325,657.365,571397
1758813000,2025,9,25,15,10,657.7,657.965,657.44,657.57,712716
1758812700,2025,9,25,15,5,657.78,657.995,657.51,657.695,582384
1758812400,2025,9,25,15,0,657.88,658.02,657.6,657.77,505842
1758812100,2025,9,25,14,55,657.84,658.07,657.5817,657.89,737843
1758811800,2025,9,25,14,50,657.69,657.86,657.51,657.825,526929
1758811500,2025,9,25,14,45,657.805,657.92,657.25,657.6907,824414
1758811200,2025,9,25,14,40,657.37,658.155,657.37,657.81,1190565
1758810900,2025,9,25,14,35,656.92,657.4,656.765,657.36,820172
1758810600,2025,9,25,14,30,656.98,657.25,656.66,656.915,674332
1758810300,2025,9,25,14,25,656.78,657.15,656.74,656.99,586979
1758810000,2025,9,25,14,20,656.72,656.915,656.425,656.805,1061622
1758809700,2025,9,25,14,15,656.02,656.78,655.98,656.72,1488545
1758809400,2025,9,25,14,10,655.2,656.0293,655.18,656.01,1043212
1758809100,2025,9,25,14,5,654.48,655.41,654.41,655.19,1569773
1758808800,2025,9,25,14,0,655.59,655.66,654.405,654.48,3079538
1758808500,2025,9,25,13,55,656.32,656.435,655.51,655.59,772088
1758808200,2025,9,25,13,50,656.155,656.45,656.15,656.33,370872
1758807900,2025,9,25,13,45,656.68,656.73,656.13,656.15,432178
1758807600,2025,9,25,13,40,656.7,656.75,656.2815,656.68,669516
1758807300,2025,9,25,13,35,656.87,656.9298,656.43,656.71,589168
1758807000,2025,9,25,13,30,657.28,657.465,656.75,656.87,708609
1758806700,2025,9,25,13,25,656.685,657.47,656.65,657.295,697832
1758806400,2025,9,25,13,20,657.71,657.73,656.57,656.68,1444474
1758806100,2025,9,25,13,15,658.05,658.22,657.58,657.69,504672
1758805800,2025,9,25,13,10,658.06,658.36,657.74,658.0596,848792
1758805500,2025,9,25,13,5,657.59,658.255,657.54,658.06,444103
1758805200,2025,9,25,13,0,657.83,658.02,657.525,657.6,396181
1758804900,2025,9,25,12,55,657.79,658.05,657.76,657.84,3461105
1758804600,2025,9,25,12,50,657.87,658.05,657.59,657.77,377750
1758804300,2025,9,25,12,45,658.06,658.4,657.83,657.87,561047
1758804000,2025,9,25,12,40,658.47,658.47,657.85,658.05,634032
1758803700,2025,9,25,12,35,658.85,658.85,658.47,658.475,331993
1758803400,2025,9,25,12,30,658.03,658.98,658.01,658.85,570987
1758803100,2025,9,25,12,25,658.28,658.44,657.9399,658.01,469256
1758802800,2025,9,25,12,20,658.62,658.8,658.04,658.29,587996
1758802500,2025,9,25,12,15,658.67,659.1,658.59,658.6099,448257
1758802200,2025,9,25,12,10,658.85,658.96,658.59,658.66,438416
1758801900,2025,9,25,12,5,658.82,659.1,658.74,658.84,514984
1758801600,2025,9,25,12,0,658.945,659.235,658.82,658.82,744855
1758801300,2025,9,25,11,55,659.08,659.19,658.72,658.945,512266
1758801000,2025,9,25,11,50,659.2181,659.22,658.81,659.07,581947
1758800700,2025,9,25,11,45,659.2,659.33,659.04,659.2292,687056
1758800400,2025,9,25,11,40,658.895,659.4056,658.74,659.22,980024
1758800100,2025,9,25,11,35,658.355,658.9,658.28,658.9,792004
1758799800,2025,9,25,11,30,657.46,658.39,657.46,658.34,1767240
1758799500,2025,9,25,11,25,657.74,657.765,657.19,657.46,844935
1758799200,2025,9,25,11,20,658.36,658.475,657.73,657.7379,742046
1758798900,2025,9,25,11,15,658.58,658.68,658.23,658.39,491444
1758798600,2025,9,25,11,10,657.6,658.6,657.425,658.58,948282
1758798300,2025,9,25,11,5,658.07,658.23,657.3281,657.6,903447
1758798000,2025,9,25,11,0,658.79,658.81,657.99,658.06,974751
1758797700,2025,9,25,10,55,658.67,659.095,658.66,658.79,1244062
1758797400,2025,9,25,10,50,659.08,659.085,658.33,658.66,756088
1758797100,2025,9,25,10,45,658.74,659.1,658.385,659.08,622947
1758796800,2025,9,25,10,40,658.875,658.97,658.49,658.74,681500
1758796500,2025,9,25,10,35,658.73,658.93,658.36,658.88,718455
1758796200,2025,9,25,10,30,658.48,658.81,658.24,658.74,886915
1758795900,2025,9,25,10,25,659.025,659.15,658.28,658.48,1396808
1758795600,2025,9,25,10,20,658.42,659.15,658.28,659.03,1163554
1758795300,2025,9,25,10,15,658.0092,658.63,658.0,658.425,1395846
1758795000,2025,9,25,10,10,657.87,658.27,657.61,657.99,1457303
1758794700,2025,9,25,10,5,656.99,657.93,656.93,657.87,1507318
1758794400,2025,9,25,10,0,655.64,657.07,655.55,657.0,2021210
1758794100,2025,9,25,9,55,655.66,656.04,655.19,655.64,1115781
1758793800,2025,9,25,9,50,656.1701,656.985,655.49,655.65,2120228
1758793500,2025,9,25,9,45,655.28,656.43,655.175,656.18,2444824
1758793200,2025,9,25,9,40,656.08,656.1,655.08,655.29,2486064
1758792900,2025,9,25,9,35,657.14,657.26,656.055,656.08,2064761
1758792600,2025,9,25,9,30,657.94,657.98,657.13,657.14,2784332
1758729300,2025,9,24,15,55,661.15,661.38,660.845,661.04,3476938
1758729000,2025,9,24,15,50,660.95,661.29,660.93,661.14,1779963
1758728700,2025,9,24,15,45,660.65,661.02,660.485,660.95,1348056
1758728400,2025,9,24,15,40,660.8,660.93,660.6,660.645,1094139
1758728100,2025,9,24,15,35,660.975,660.99,660.59,660.795,781673
1758727800,2025,9,24,15,30,660.81,660.99,660.74,660.98,604785
1758727500,2025,9,24,15,25,660.73,660.8,660.62,660.795,520617
1758727200,2025,9,24,15,20,660.825,660.87,660.67,660.73,377872
1758726900,2025,9,24,15,15,660.65,660.9,660.57,660.825,499172
1758726600,2025,9,24,15,10,660.65,660.895,660.6213,660.65,421125
1758726300,2025,9,24,15,5,660.72,660.86,660.61,660.66,344036
1758726000,2025,9,24,15,0,661.11,661.12,660.64,660.72,510798
1758725700,2025,9,24,14,55,661.02,661.15,660.94,661.105,520167
1758725400,2025,9,24,14,50,660.6,661.12,660.55,661.025,554428
1758725100,2025,9,24,14,45,660.75,660.92,660.46,660.605,488590
1758724800,2025,9,24,14,40,660.76,660.865,660.625,660.75,404942
1758724500,2025,9,24,14,35,660.45,660.8856,660.43,660.76,532187
1758724200,2025,9,24,14,30,660.39,660.635,660.26,660.46,766542
1758723900,2025,9,24,14,25,660.36,660.45,660.18,660.385,382909
1758723600,2025,9,24,14,20,660.66,660.66,660.21,660.35,483345
1758723300,2025,9,24,14,15,660.44,660.68,660.402,660.665,391901
1758723000,2025,9,24,14,10,660.35,660.46,659.96,660.44,802133
1758722700,2025,9,24,14,5,660.45,660.59,660.28,660.35,837613
1758722400,2025,9,24,14,0,660.56,660.61,660.37,660.45,771353
1758722100,2025,9,24,13,55,660.71,660.83,660.5,660.57,1196888
1758721800,2025,9,24,13,50,660.525,660.711,660.425,660.711,450294
1758721500,2025,9,24,13,45,660.8921,660.945,660.39,660.53,850781
1758721200,2025,9,24,13,40,661.1,661.14,660.8913,660.9,489237
1758720900,2025,9,24,13,35,661.65,661.8,661.08,661.105,620166
1758720600,2025,9,24,13,30,661.38,661.685,661.3787,661.66,481473
1758720300,2025,9,24,13,25,661.25,661.42,661.045,661.37,418028
1758720000,2025,9,24,13,20,661.1199,661.3,660.96,661.255,514310
1758719700,2025,9,24,13,15,661.23,661.325,661.11,661.12,374633
1758719400,2025,9,24,13,10,661.16,661.68,661.135,661.24,980849
1758719100,2025,9,24,13,5,660.755,661.18,660.61,661.165,401282
1758718800,2025,9,24,13,0,660.55,660.81,660.44,660.77,286899
1758718500,2025,9,24,12,55,660.62,660.71,660.4,660.52,342221
1758718200,2025,9,24,12,50,660.74,660.8,660.52,660.63,446470
1758717900,2025,9,24,12,45,660.97,660.97,660.615,660.74,418902
1758717600,2025,9,24,12,40,660.91,661.11,660.85,660.94,510179
1758717300,2025,9,24,12,35,660.69,660.94,660.675,660.92,452894
1758717000,2025,9,24,12,30,660.92,661.01,660.62,660.7,543320
1758716700,2025,9,24,12,25,660.95,661.12,660.51,660.91,930788
1758716400,2025,9,24,12,20,660.26,660.985,660.26,660.955,1039665
1758716100,2025,9,24,12,15,660.0,660.33,659.6899,660.27,932919
1758715800,2025,9,24,12,10,660.05,660.1,659.67,660.01,1006753
1758715500,2025,9,24,12,5,660.48,660.615,659.95,660.05,1385667
1758715200,2025,9,24,12,0,660.39,660.6737,660.11,660.49,1745462
1758714900,2025,9,24,11,55,661.24,661.27,660.26,660.39,1633151
1758714600,2025,9,24,11,50,661.36,661.51,660.945,661.2246,1277186
1758714300,2025,9,24,11,45,662.15,662.15,661.33,661.36,1087722
1758714000,2025,9,24,11,40,662.29,662.345,662.06,662.145,406150
1758713700,2025,9,24,11,35,662.18,662.52,662.101,662.3,426114
1758713400,2025,9,24,11,30,662.65,662.95,662.12,662.17,502422
1758713100,2025,9,24,11,25,662.8944,662.945,662.572,662.66,417870
1758712800,2025,9,24,11,20,662.665,662.98,662.641,662.89,469715
1758712500,2025,9,24,11,15,662.41,662.95,662.4,662.675,505257
1758712200,2025,9,24,11,10,662.818,662.84,662.4,662.425,694715
1758711900,2025,9,24,11,5,662.805,663.03,662.775,662.825,372240
1758711600,2025,9,24,11,0,662.92,663.13,662.74,662.82,428717
1758711300,2025,9,24,10,55,663.105,663.15,662.7851,662.93,505419
1758711000,2025,9,24,10,50,663.43,663.655,663.07,663.1199,764640
1758710700,2025,9,24,10,45,663.26,663.53,663.17,663.41,699816
1758710400,2025,9,24,10,40,663.23,663.275,662.98,663.264,520026
1758710100,2025,9,24,10,35,662.91,663.32,662.91,663.225,467200
1758709800,2025,9,24,10,30,663.19,663.43,662.81,662.92,652916
1758709500,2025,9,24,10,25,663.09,663.33,662.93,663.21,819818
1758709200,2025,9,24,10,20,663.375,663.425,663.0,663.1,740126
1758708900,2025,9,24,10,15,663.25,663.49,663.04,663.39,660658
1758708600,2025,9,24,10,10,662.96,663.3,662.84,663.26,655566
1758708300,2025,9,24,10,5,663.4,663.415,662.8,662.98,964449
1758708000,2025,9,24,10,0,663.045,663.45,662.65,663.38,1184769
1758707700,2025,9,24,9,55,662.74,663.08,662.74,663.04,866592
1758707400,2025,9,24,9,50,662.95,663.12,662.42,662.71,1248337
1758707100,2025,9,24,9,45,663.58,663.61,662.92,662.94,1146541
1758706800,2025,9,24,9,40,663.62,663.8799,663.4,663.57,1297033
1758706500,2025,9,24,9,35,664.13,664.18,663.5447,663.61,1312154
1758706200,2025,9,24,9,30,664.51,664.61,663.81,664.125,2007450
1758642900,2025,9,23,15,55,663.4,663.42,662.86,663.23,4504698
1758642600,2025,9,23,15,50,662.93,663.54,662.83,663.395,2924322
1758642300,2025,9,23,15,45,662.91,663.17,662.68,662.93,1583095
1758642000,2025,9,23,15,40,662.73,662.945,662.6701,662.91,847946
1758641700,2025,9,23,15,35,662.675,662.77,662.52,662.74,959573
1758641400,2025,9,23,15,30,662.37,662.68,662.29,662.6781,1193511
1758641100,2025,9,23,15,25,662.4572,662.485,662.18,662.3699,791726
1758640800,2025,9,23,15,20,662.78,662.79,662.26,662.45,1007095
1758640500,2025,9,23,15,15,662.33,662.81,662.28,662.77,1027555
1758640200,2025,9,23,15,10,662.23,662.4599,662.22,662.32,667290
1758639900,2025,9,23,15,5,662.24,662.418,662.125,662.23,527970
1758639600,2025,9,23,15,0,662.1,662.665,662.09,662.25,680618
1758639300,2025,9,23,14,55,662.39,662.51,661.98,662.11,1056777
1758639000,2025,9,23,14,50,662.55,662.64,662.22,662.39,459429
1758638700,2025,9,23,14,45,662.63,662.88,662.52,662.55,632339
1758638400,2025,9,23,14,40,662.66,662.785,662.53,662.63,355746
1758638100,2025,9,23,14,35,663.1699,663.3199,662.6107,662.65,641059
1758637800,2025,9,23,14,30,662.65,663.21,662.62,663.17,1017692
1758637500,2025,9,23,14,25,662.36,662.925,662.36,662.675,850776
1758637200,2025,9,23,14,20,662.37,662.59,662.21,662.36,618002
1758636900,2025,9,23,14,15,662.66,662.7456,662.3,662.37,674186
1758636600,2025,9,23,14,10,662.85,662.96,662.635,662.67,596042
1758636300,2025,9,23,14,5,662.84,663.07,662.675,662.86,697316
1758636000,2025,9,23,14,0,663.24,663.38,662.78,662.83,984112
1758635700,2025,9,23,13,55,662.92,663.37,662.835,663.23,676117
1758635400,2025,9,23,13,50,663.37,663.43,662.88,662.92,766388
1758635100,2025,9,23,13,45,662.63,663.42,662.34,663.38,1464700
1758634800,2025,9,23,13,40,662.75,662.99,662.035,662.62,2395296
1758634500,2025,9,23,13,35,663.49,663.54,662.71,662.76,1696605
1758634200,2025,9,23,13,30,663.7001,663.85,663.4275,663.49,1041536
1758633900,2025,9,23,13,25,664.52,664.59,663.69,663.708,1324215
1758633600,2025,9,23,13,20,664.64,664.87,664.415,664.535,842551
1758633300,2025,9,23,13,15,664.84,664.8474,664.6101,664.635,528887
1758633000,2025,9,23,13,10,665.085,665.09,664.73,664.835,536416
1758632700,2025,9,23,13,5,664.74,665.13,664.74,665.095,507268
1758632400,2025,9,23,13,0,665.165,665.25,664.7,664.745,1289375
1758632100,2025,9,23,12,55,665.51,665.51,665.0109,665.155,534706
1758631800,2025,9,23,12,50,665.739,665.84,665.51,665.51,437467
1758631500,2025,9,23,12,45,665.33,665.83,665.31,665.75,653736
1758631200,2025,9,23,12,40,665.47,665.52,665.2098,665.335,575640
1758630900,2025,9,23,12,35,665.405,665.57,664.88,665.46,1313407
1758630600,2025,9,23,12,30,665.235,665.46,665.075,665.41,452902
1758630300,2025,9,23,12,25,665.4799,665.49,665.175,665.24,2718554
1758630000,2025,9,23,12,20,665.48,665.69,665.435,665.47,705708
1758629700,2025,9,23,12,15,665.23,665.48,665.09,665.475,772761
1758629400,2025,9,23,12,10,665.16,665.26,664.97,665.24,851004
1758629100,2025,9,23,12,5,665.505,665.57,665.11,665.15,569885
1758628800,2025,9,23,12,0,665.56,665.66,665.45,665.5097,486812
1758628500,2025,9,23,11,55,665.69,665.75,665.49,665.55,411006
1758628200,2025,9,23,11,50,665.82,665.87,665.64,665.685,446971
1758627900,2025,9,23,11,45,665.88,665.99,665.77,665.82,556549
1758627600,2025,9,23,11,40,665.955,665.98,665.555,665.87,644701
1758627300,2025,9,23,11,35,666.02,666.1207,665.91,665.96,464111
1758627000,2025,9,23,11,30,666.15,666.24,665.96,666.02,454092
1758626700,2025,9,23,11,25,666.42,666.425,666.06,666.15,443548
1758626400,2025,9,23,11,20,666.4,666.4298,666.1999,666.42,323034
1758626100,2025,9,23,11,15,666.37,666.47,666.17,666.39,386513
1758625800,2025,9,23,11,10,666.2,666.455,666.13,666.3599,485558
1758625500,2025,9,23,11,5,666.26,666.35,666.02,666.195,470053
1758625200,2025,9,23,11,0,666.31,666.355,666.1,666.25,568828
1758624900,2025,9,23,10,55,666.62,666.76,666.31,666.3153,430411
1758624600,2025,9,23,10,50,666.39,666.63,666.31,666.625,457347
1758624300,2025,9,23,10,45,666.35,666.46,666.155,666.37,543031
1758624000,2025,9,23,10,40,666.295,666.63,666.27,666.345,691863
1758623700,2025,9,23,10,35,666.315,666.4,666.17,666.3015,721549
1758623400,2025,9,23,10,30,666.63,666.685,666.315,666.315,692603
1758623100,2025,9,23,10,25,666.46,666.75,666.36,666.62,837617
1758622800,2025,9,23,10,20,666.88,666.92,666.43,666.46,786408
1758622500,2025,9,23,10,15,667.0602,667.07,666.74,666.88,708245
1758622200,2025,9,23,10,10,667.05,667.245,666.87,667.06,857777
1758621900,2025,9,23,10,5,666.67,667.08,666.64,667.055,953952
1758621600,2025,9,23,10,0,666.9,667.06,666.4601,666.68,1103068
1758621300,2025,9,23,9,55,667.005,667.045,666.73,666.89,903222
1758621000,2025,9,23,9,50,666.99,667.34,666.84,667.01,1198862
1758620700,2025,9,23,9,45,666.7975,667.23,666.73,666.99,1182907
1758620400,2025,9,23,9,40,667.09,667.165,666.57,666.8992,1414378
1758620100,2025,9,23,9,35,667.05,667.28,666.86,667.08,1095290
1758619800,2025,9,23,9,30,666.72,667.18,666.61,667.045,1528787
1758556500,2025,9,22,15,55,667.07,667.265,666.71,666.76,5660728
1758556200,2025,9,22,15,50,667.11,667.29,666.975,667.07,2073834
1758555900,2025,9,22,15,45,666.85,667.13,666.795,667.1101,1245709
1758555600,2025,9,22,15,40,666.99,667.07,666.735,666.845,720133
1758555300,2025,9,22,15,35,667.05,667.05,666.815,667.0,974687
1758555000,2025,9,22,15,30,667.14,667.245,667.04,667.04,628066
1758554700,2025,9,22,15,25,667.1,667.23,667.06,667.142,431825
1758554400,2025,9,22,15,20,667.067,667.12,666.95,667.095,561610
1758554100,2025,9,22,15,15,667.115,667.24,666.945,667.0699,500168
1758553800,2025,9,22,15,10,666.945,667.18,666.92,667.12,796711
1758553500,2025,9,22,15,5,666.865,666.992,666.79,666.945,516263
1758553200,2025,9,22,15,0,666.78,666.89,666.765,666.86,439979
1758552900,2025,9,22,14,55,666.635,666.82,666.6156,666.78,441565
1758552600,2025,9,22,14,50,666.6499,666.77,666.63,666.64,323758
1758552300,2025,9,22,14,45,666.725,666.77,666.625,666.642,283411
1758552000,2025,9,22,14,40,666.765,666.798,666.64,666.72,538383
1758551700,2025,9,22,14,35,666.55,666.79,666.545,666.765,495311
1758551400,2025,9,22,14,30,666.57,666.66,666.46,666.555,414162
1758551100,2025,9,22,14,25,666.55,666.62,666.48,666.565,389876
1758550800,2025,9,22,14,20,666.515,666.58,666.42,666.545,342275
1758550500,2025,9,22,14,15,666.4,666.62,666.355,666.52,950430
1758550200,2025,9,22,14,10,666.17,666.43,666.16,666.41,783208
1758549900,2025,9,22,14,5,666.21,666.3,666.03,666.175,682675
1758549600,2025,9,22,14,0,666.35,666.45,666.19,666.2184,885498
1758549300,2025,9,22,13,55,666.465,666.52,666.29,666.355,445279
1758549000,2025,9,22,13,50,666.68,666.68,666.465,666.465,375886
1758548700,2025,9,22,13,45,666.7,666.78,666.582,666.68,429822
1758548400,2025,9,22,13,40,666.59,666.71,666.48,666.7,510668
1758548100,2025,9,22,13,35,666.3601,666.595,666.27,666.59,450044
1758547800,2025,9,22,13,30,666.505,666.69,666.37,666.37,725561
1758547500,2025,9,22,13,25,666.395,666.53,666.33,666.51,378526
1758547200,2025,9,22,13,20,666.15,666.48,666.125,666.4,366073
1758546900,2025,9,22,13,15,666.21,666.42,666.11,666.15,443729
1758546600,2025,9,22,13,10,666.345,666.41,666.17,666.21,410688
1758546300,2025,9,22,13,5,666.46,666.46,666.27,666.345,459342
1758546000,2025,9,22,13,0,666.41,666.53,666.33,666.47,396696
1758545700,2025,9,22,12,55,666.37,666.5,666.305,666.41,644588
1758545400,2025,9,22,12,50,666.195,666.43,666.195,666.36,568582
1758545100,2025,9,22,12,45,666.11,666.27,666.05,666.19,482692
1758544800,2025,9,22,12,40,666.185,666.215,666.03,666.12,978518
1758544500,2025,9,22,12,35,666.025,666.1899,665.91,666.185,666538
1758544200,2025,9,22,12,30,665.845,666.03,665.79,666.025,747465
1758543900,2025,9,22,12,25,665.57,665.93,665.49,665.845,796889
1758543600,2025,9,22,12,20,665.38,665.65,665.335,665.57,2068936
1758543300,2025,9,22,12,15,665.335,665.665,665.24,665.37,1287695
1758543000,2025,9,22,12,10,665.1,665.36,665.045,665.33,971082
1758542700,2025,9,22,12,5,664.805,665.18,664.65,665.11,886911
1758542400,2025,9,22,12,0,664.5813,664.86,664.56,664.81,685511
1758542100,2025,9,22,11,55,664.59,664.66,664.48,664.59,410466
1758541800,2025,9,22,11,50,664.615,664.77,664.52,664.59,342234
1758541500,2025,9,22,11,45,664.685,664.78,664.57,664.62,364676
1758541200,2025,9,22,11,40,664.78,664.8484,664.64,664.675,376158
1758540900,2025,9,22,11,35,664.67,664.86,664.57,664.78,687388
1758540600,2025,9,22,11,30,664.94,665.035,664.65,664.68,627520
1758540300,2025,9,22,11,25,664.955,665.02,664.82,664.94,418634
1758540000,2025,9,22,11,20,664.84,665.13,664.8,664.9511,610085
1758539700,2025,9,22,11,15,664.815,664.9,664.695,664.8401,464524
1758539400,2025,9,22,11,10,665.05,665.105,664.74,664.82,746685
1758539100,2025,9,22,11,5,664.9101,665.065,664.8,665.05,567479
1758538800,2025,9,22,11,0,665.01,665.32,664.9,664.92,908012
1758538500,2025,9,22,10,55,664.865,665.075,664.84,665.02,556582
1758538200,2025,9,22,10,50,664.64,665.02,664.64,664.86,922271
1758537900,2025,9,22,10,45,664.535,664.83,664.4917,664.635,910174
1758537600,2025,9,22,10,40,664.295,664.595,664.295,664.535,873950
1758537300,2025,9,22,10,35,664.11,664.32,664.08,664.295,560412
1758537000,2025,9,22,10,30,664.07,664.14,663.895,664.1,591490
1758536700,2025,9,22,10,25,663.7,664.14,663.58,664.08,947741
1758536400,2025,9,22,10,20,663.47,663.765,663.465,663.7011,708902
1758536100,2025,9,22,10,15,663.44,663.61,663.36,663.4601,653553
1758535800,2025,9,22,10,10,663.68,663.69,663.28,663.44,952975
1758535500,2025,9,22,10,5,663.48,663.76,663.42,663.68,773771
1758535200,2025,9,22,10,0,663.41,663.62,663.175,663.475,1063962
1758534900,2025,9,22,9,55,663.45,663.565,663.25,663.41,1336180
1758534600,2025,9,22,9,50,662.885,663.49,662.81,663.455,1180049
1758534300,2025,9,22,9,45,662.61,663.04,662.53,662.89,1161807
1758534000,2025,9,22,9,40,662.39,662.66,662.23,662.615,1199271
1758533700,2025,9,22,9,35,662.65,662.705,662.3,662.41,1201080
1758533400,2025,9,22,9,30,662.2,662.8,662.17,662.65,1823960
1758297300,2025,9,19,15,55,664.32,664.55,663.51,663.64,5578138
1758297000,2025,9,19,15,50,663.8,664.335,663.7399,664.335,4689831
1758296700,2025,9,19,15,45,663.4,663.905,663.39,663.79,1448622
