epoch,year,month,day,hour,minute,open,high,low,close
1692892500,2023,8,24,15,55,174.7662,174.9742,174.5372,174.6374
1692892200,2023,8,24,15,50,174.4295,174.8058,174.3205,174.7662
1692891900,2023,8,24,15,45,174.6672,174.7068,174.3403,174.4295
1692891600,2023,8,24,15,40,174.9346,174.9643,174.5483,174.6622
1692891300,2023,8,24,15,35,175.0225,175.0435,174.8058,174.9305
1692891000,2023,8,24,15,30,175.1227,175.1921,174.9445,175.0336
1692890700,2023,8,24,15,25,175.3307,175.3604,175.1029,175.1227
1692890400,2023,8,24,15,20,175.4892,175.6178,175.2961,175.33
1692890100,2023,8,24,15,15,175.4,175.5387,175.4,175.4793
1692889800,2023,8,24,15,10,175.3208,175.4793,175.2515,175.4
1692889500,2023,8,24,15,5,175.4298,175.5338,175.3109,175.3208
1692889200,2023,8,24,15,0,175.6576,175.7665,175.4298,175.4298
1692888900,2023,8,24,14,55,175.3901,175.6724,175.301,175.6513
1692888600,2023,8,24,14,50,175.4199,175.5387,175.3703,175.3901
1692888300,2023,8,24,14,45,175.4991,175.6179,175.401,175.4109
1692888000,2023,8,24,14,40,175.6675,175.6773,175.4694,175.4892
1692887700,2023,8,24,14,35,175.7736,175.7764,175.5585,175.6675
1692887400,2023,8,24,14,30,175.816,175.9349,175.7566,175.7715
1692887100,2023,8,24,14,25,175.925,175.925,175.7615,175.82
1692886800,2023,8,24,14,20,175.8358,175.9844,175.816,175.925
1692886500,2023,8,24,14,15,176.1686,176.1726,175.8358,175.8474
1692886200,2023,8,24,14,10,175.9101,176.1726,175.9052,176.1707
1692885900,2023,8,24,14,5,175.8953,175.9844,175.7715,175.9151
1692885600,2023,8,24,14,0,175.8556,176.0834,175.8556,175.8952
1692885300,2023,8,24,13,55,175.8358,175.8655,175.7269,175.8471
1692885000,2023,8,24,13,50,176.0191,176.022,175.8358,175.8444
1692884700,2023,8,24,13,45,176.024,176.1528,176.0141,176.0141
1692884400,2023,8,24,13,40,176.1627,176.2122,176.0042,176.0191
1692884100,2023,8,24,13,35,176.0091,176.1825,175.9844,176.1567
1692883800,2023,8,24,13,30,176.024,176.2221,175.9943,176.0141
1692883500,2023,8,24,13,25,176.1924,176.1924,175.9751,176.0339
1692883200,2023,8,24,13,20,176.1829,176.2716,176.1329,176.1973
1692882900,2023,8,24,13,15,176.3112,176.3211,176.128,176.1874
1692882600,2023,8,24,13,10,176.3508,176.4301,176.2617,176.3193
1692882300,2023,8,24,13,5,176.1244,176.3613,176.123,176.3509
1692882000,2023,8,24,13,0,176.2518,176.336,176.1032,176.1328
1692881700,2023,8,24,12,55,176.43,176.4301,176.2419,176.2468
1692881400,2023,8,24,12,50,176.5489,176.5984,176.4202,176.4301
1692881100,2023,8,24,12,45,176.4994,176.5984,176.336,176.539
1692880800,2023,8,24,12,40,176.3558,176.5786,176.3409,176.4944
1692880500,2023,8,24,12,35,176.3121,176.4796,176.2914,176.3508
1692880200,2023,8,24,12,30,176.3409,176.4598,176.2914,176.3211
1692879900,2023,8,24,12,25,176.4301,176.5885,176.2914,176.3507
1692879600,2023,8,24,12,20,176.44,176.5786,176.4202,176.4449
1692879300,2023,8,24,12,15,176.3855,176.5093,176.3607,176.435
1692879000,2023,8,24,12,10,176.1825,176.4202,176.1329,176.3881
1692878700,2023,8,24,12,5,175.9349,176.2419,175.9349,176.1874
1692878400,2023,8,24,12,0,175.9052,176.123,175.7962,175.925
1692878100,2023,8,24,11,55,175.9844,176.0389,175.816,175.9051
1692877800,2023,8,24,11,50,176.1825,176.1874,175.9646,175.9651
1692877500,2023,8,24,11,45,176.1329,176.3607,176.1131,176.1874
1692877200,2023,8,24,11,40,176.1032,176.232,175.9547,176.1429
1692876900,2023,8,24,11,35,176.2518,176.3508,176.0933,176.1032
1692876600,2023,8,24,11,30,176.4103,176.4202,176.1032,176.2468
1692876300,2023,8,24,11,25,176.4301,176.4301,176.1329,176.4152
1692876000,2023,8,24,11,20,176.5192,176.6092,176.3112,176.4103
1692875700,2023,8,24,11,15,176.4004,176.6975,176.3706,176.5291
1692875400,2023,8,24,11,10,176.2914,176.4301,176.1627,176.3954
1692875100,2023,8,24,11,5,176.2222,176.3504,175.9547,176.2926
1692874800,2023,8,24,11,0,176.2023,176.2815,175.9448,176.232
1692874500,2023,8,24,10,55,176.4895,176.5985,176.1739,176.1874
1692874200,2023,8,24,10,50,176.1528,176.6083,176.1329,176.4971
1692873900,2023,8,24,10,45,176.0845,176.2766,175.9745,176.1528
1692873600,2023,8,24,10,40,176.4499,176.5099,175.9745,176.0834
1692873300,2023,8,24,10,35,176.4994,176.6083,176.3706,176.4499
1692873000,2023,8,24,10,30,176.6974,176.7432,176.4202,176.5088
1692872700,2023,8,24,10,25,176.8559,176.9649,176.6777,176.6896
1692872400,2023,8,24,10,20,177.2323,177.3908,176.846,176.8609
1692872100,2023,8,24,10,15,177.4799,177.5393,177.2323,177.2422
1692871800,2023,8,24,10,10,177.5443,177.7126,177.3797,177.4848
1692871500,2023,8,24,10,5,178.0741,178.1434,177.5393,177.5492
1692871200,2023,8,24,10,0,178.292,178.401,177.9503,178.0741
1692870900,2023,8,24,9,55,178.2524,178.4703,178.2475,178.292
1692870600,2023,8,24,9,50,178.2029,178.3019,178.0345,178.2433
1692870300,2023,8,24,9,45,178.4901,178.5,178.1831,178.193
1692870000,2023,8,24,9,40,178.1137,178.5396,178.0246,178.4802
1692869700,2023,8,24,9,35,177.9949,178.2326,177.886,178.1038
1692869400,2023,8,24,9,30,178.9397,179.3656,177.9652,178.0147
1692806100,2023,8,23,15,55,179.3666,179.4805,179.2626,179.4013
1692805800,2023,8,23,15,50,179.6093,179.7281,179.3022,179.3666
1692805500,2023,8,23,15,45,179.6984,179.7182,179.53,179.6093
1692805200,2023,8,23,15,40,179.6984,179.7974,179.6637,179.7083
1692804900,2023,8,23,15,35,179.7083,179.7578,179.6885,179.6885
1692804600,2023,8,23,15,30,179.7925,179.7974,179.6297,179.7182
1692804300,2023,8,23,15,25,179.6637,179.7974,179.6291,179.7925
1692804000,2023,8,23,15,20,179.5994,179.6756,179.5102,179.6637
1692803700,2023,8,23,15,15,179.5003,179.6093,179.4855,179.5944
1692803400,2023,8,23,15,10,179.4806,179.5696,179.4607,179.5003
1692803100,2023,8,23,15,5,179.3815,179.5003,179.3121,179.4805
1692802800,2023,8,23,15,0,179.2131,179.3914,179.0744,179.3765
1692802500,2023,8,23,14,55,179.2627,179.3518,179.1537,179.2081
1692802200,2023,8,23,14,50,179.2428,179.322,179.1784,179.2676
1692801900,2023,8,23,14,45,179.119,179.3105,179.0744,179.2379
1692801600,2023,8,23,14,40,179.1388,179.1933,179.0645,179.124
1692801300,2023,8,23,14,35,179.2923,179.3417,179.1042,179.1388
1692801000,2023,8,23,14,30,179.3311,179.3814,179.2329,179.2874
1692800700,2023,8,23,14,25,179.4062,179.4607,179.322,179.322
1692800400,2023,8,23,14,20,179.2321,179.4161,179.1543,179.4013
1692800100,2023,8,23,14,15,179.4508,179.4607,179.1834,179.2329
1692799800,2023,8,23,14,10,179.5053,179.5082,179.3815,179.4428
1692799500,2023,8,23,14,5,179.53,179.5498,179.4805,179.5043
1692799200,2023,8,23,14,0,179.6578,179.6588,179.4894,179.535
1692798900,2023,8,23,13,55,179.6688,179.8073,179.6489,179.6578
1692798600,2023,8,23,13,50,179.6835,179.7132,179.6241,179.6687
1692798300,2023,8,23,13,45,179.5647,179.6984,179.5399,179.6726
1692798000,2023,8,23,13,40,179.5102,179.5696,179.431,179.5598
1692797700,2023,8,23,13,35,179.6142,179.6142,179.4013,179.505
1692797400,2023,8,23,13,30,179.4925,179.6538,179.4706,179.61
1692797100,2023,8,23,13,25,179.5152,179.5498,179.4607,179.5003
1692796800,2023,8,23,13,20,179.4409,179.53,179.4211,179.5102
1692796500,2023,8,23,13,15,179.124,179.4607,179.1141,179.4409
1692796200,2023,8,23,13,10,179.1141,179.1438,179.0794,179.119
1692795900,2023,8,23,13,5,179.0843,179.1339,179.0447,179.124
1692795600,2023,8,23,13,0,178.9457,179.119,178.8962,179.0893
1692795300,2023,8,23,12,55,179.015,179.0942,178.9358,178.9457
1692795000,2023,8,23,12,50,179.0398,179.1834,178.9863,179.0151
1692794700,2023,8,23,12,45,179.0497,179.1339,178.9749,179.0419
1692794400,2023,8,23,12,40,179.0497,179.0744,178.9457,179.0427
1692794100,2023,8,23,12,35,178.9803,179.0645,178.9457,179.0447
1692793800,2023,8,23,12,30,178.9952,179.0645,178.916,178.9754
1692793500,2023,8,23,12,25,179.0299,179.1042,178.9884,178.9952
1692793200,2023,8,23,12,20,178.9358,179.2329,178.8962,179.0348
1692792900,2023,8,23,12,15,179.1685,179.1784,178.916,178.9427
1692792600,2023,8,23,12,10,179.124,179.2131,179.0447,179.1735
1692792300,2023,8,23,12,5,179.1784,179.2329,179.1141,179.119
1692792000,2023,8,23,12,0,179.3914,179.4409,179.173,179.1784
1692791700,2023,8,23,11,55,179.4211,179.5696,179.3716,179.3914
1692791400,2023,8,23,11,50,179.2527,179.4805,179.2445,179.4112
1692791100,2023,8,23,11,45,179.0992,179.2626,179.0546,179.2527
1692790800,2023,8,23,11,40,179.1933,179.2329,179.0942,179.1089
1692790500,2023,8,23,11,35,179.1735,179.2626,179.0645,179.1834
1692790200,2023,8,23,11,30,179.4112,179.5003,179.1438,179.1784
1692789900,2023,8,23,11,25,179.4409,179.5905,179.3518,179.4112
1692789600,2023,8,23,11,20,179.3666,179.4508,179.2725,179.4409
1692789300,2023,8,23,11,15,179.3617,179.431,179.2032,179.3716
1692789000,2023,8,23,11,10,179.3072,179.4101,179.2219,179.3716
1692788700,2023,8,23,11,5,179.1438,179.3518,179.1388,179.3058
1692788400,2023,8,23,11,0,179.4721,179.5449,179.1339,179.1526
1692788100,2023,8,23,10,55,179.426,179.5102,179.3121,179.4707
1692787800,2023,8,23,10,50,179.3022,179.53,179.2527,179.4211
1692787500,2023,8,23,10,45,179.0299,179.3072,179.0249,179.3022
1692787200,2023,8,23,10,40,178.6004,179.0446,178.5099,179.0299
1692786900,2023,8,23,10,35,178.4719,178.6139,178.3415,178.5991
1692786600,2023,8,23,10,30,178.3812,178.599,178.3613,178.4802
1692786300,2023,8,23,10,25,178.4604,178.6585,178.3514,178.3762
1692786000,2023,8,23,10,20,178.4257,178.481,178.193,178.4703
1692785700,2023,8,23,10,15,178.2227,178.4703,178.193,178.4257
1692785400,2023,8,23,10,10,178.193,178.3861,178.1171,178.2128
1692785100,2023,8,23,10,5,177.8835,178.2128,177.8067,178.2028
1692784800,2023,8,23,10,0,178.1137,178.1732,177.7423,177.8808
1692784500,2023,8,23,9,55,178.0839,178.4406,178.0813,178.094
1692784200,2023,8,23,9,50,177.881,178.1137,177.8463,178.084
1692783900,2023,8,23,9,45,177.3809,177.9652,177.3016,177.8838
1692783600,2023,8,23,9,40,177.1233,177.3809,176.955,177.3809
1692783300,2023,8,23,9,35,177.2224,177.5789,177.0167,177.1184
1692783000,2023,8,23,9,30,176.8064,177.3313,176.6133,177.2211
1692719700,2023,8,22,15,55,175.5387,175.7566,175.4,175.5189
1692719400,2023,8,22,15,50,175.4347,175.6625,175.3802,175.5288
1692719100,2023,8,22,15,45,175.4496,175.5782,175.3802,175.4397
1692718800,2023,8,22,15,40,175.4644,175.5288,175.3802,175.4545
1692718500,2023,8,22,15,35,175.5139,175.5288,175.4,175.4694
1692718200,2023,8,22,15,30,175.608,175.6576,175.4,175.5139
1692717900,2023,8,22,15,25,175.6427,175.7367,175.5189,175.608
1692717600,2023,8,22,15,20,175.7962,175.8259,175.5882,175.6427
1692717300,2023,8,22,15,15,175.9349,175.9745,175.7764,175.7864
1692717000,2023,8,22,15,10,175.7715,175.9349,175.7566,175.925
1692716700,2023,8,22,15,5,175.6774,175.8258,175.6576,175.7764
1692716400,2023,8,22,15,0,175.6576,175.7269,175.5967,175.6724
1692716100,2023,8,22,14,55,175.5338,175.6675,175.4991,175.6526
1692715800,2023,8,22,14,50,175.4595,175.5635,175.4298,175.5288
1692715500,2023,8,22,14,45,175.41,175.4892,175.3307,175.4595
1692715200,2023,8,22,14,40,175.5189,175.5387,175.3208,175.3949
1692714900,2023,8,22,14,35,175.5782,175.6278,175.4644,175.5189
1692714600,2023,8,22,14,30,175.5189,175.5783,175.4695,175.5783
1692714300,2023,8,22,14,25,175.3273,175.5486,175.2911,175.5139
1692714000,2023,8,22,14,20,175.3051,175.3802,175.1822,175.3208
1692713700,2023,8,22,14,15,175.2961,175.4,175.2346,175.301
1692713400,2023,8,22,14,10,175.4892,175.5189,175.2317,175.2911
1692713100,2023,8,22,14,5,175.3208,175.5189,175.2228,175.4941
1692712800,2023,8,22,14,0,175.3604,175.41,175.1425,175.3258
1692712500,2023,8,22,13,55,175.2168,175.4,175.1833,175.3604
1692712200,2023,8,22,13,50,175.2317,175.301,175.106,175.202
1692711900,2023,8,22,13,45,175.2713,175.3901,175.1425,175.2267
1692711600,2023,8,22,13,40,175.2911,175.4,175.1871,175.2812
1692711300,2023,8,22,13,35,175.4459,175.5536,175.2614,175.2862
1692711000,2023,8,22,13,30,175.4298,175.4397,175.2812,175.4397
1692710700,2023,8,22,13,25,175.3109,175.4298,175.2812,175.4298
1692710400,2023,8,22,13,20,175.4444,175.5437,175.302,175.3208
1692710100,2023,8,22,13,15,175.306,175.4793,175.1326,175.4299
1692709800,2023,8,22,13,10,175.3406,175.4199,175.2119,175.3015
1692709500,2023,8,22,13,5,175.1624,175.3703,175.1128,175.3307
1692709200,2023,8,22,13,0,175.3208,175.4397,175.0732,175.1397
1692708900,2023,8,22,12,55,175.6377,175.6476,175.3159,175.3307
1692708600,2023,8,22,12,50,175.5882,175.6773,175.5486,175.6476
1692708300,2023,8,22,12,45,175.5833,175.6476,175.5387,175.5783
1692708000,2023,8,22,12,40,175.5189,175.6377,175.5024,175.5783
1692707700,2023,8,22,12,35,175.2961,175.5981,175.2812,175.5139
1692707400,2023,8,22,12,30,175.1326,175.3258,175.1227,175.2961
1692707100,2023,8,22,12,25,174.9148,175.1524,174.8355,175.1169
1692706800,2023,8,22,12,20,174.8009,174.9247,174.7464,174.9148
1692706500,2023,8,22,12,15,174.6969,174.8246,174.578,174.8058
1692706200,2023,8,22,12,10,175.0237,175.0732,174.678,174.6919
1692705900,2023,8,22,12,5,175.0029,175.093,174.9742,175.0237
1692705600,2023,8,22,12,0,175.0237,175.0633,174.9048,174.9989
1692705300,2023,8,22,11,55,174.9544,175.0732,174.885,175.0154
1692705000,2023,8,22,11,50,175.2911,175.3106,174.9247,174.9643
1692704700,2023,8,22,11,45,175.1079,175.301,175.0534,175.2911
1692704400,2023,8,22,11,40,175.211,175.301,175.0732,175.095
1692704100,2023,8,22,11,35,175.4298,175.5387,175.202,175.2119
1692703800,2023,8,22,11,30,175.5288,175.6179,175.3505,175.4397
1692703500,2023,8,22,11,25,175.4298,175.6229,175.3505,175.5139
1692703200,2023,8,22,11,20,175.2218,175.608,175.2218,175.4298
1692702900,2023,8,22,11,15,175.202,175.3109,175.0633,175.2267
1692702600,2023,8,22,11,10,175.3307,175.6328,175.2218,175.2218
1692702300,2023,8,22,11,5,175.4892,175.4941,175.2549,175.3384
1692702000,2023,8,22,11,0,175.509,175.7269,175.4842,175.4949
1692701700,2023,8,22,10,55,175.4595,175.6154,175.4496,175.504
1692701400,2023,8,22,10,50,175.0881,175.4793,175.0534,175.4496
1692701100,2023,8,22,10,45,174.9841,175.1128,174.9048,175.093
1692700800,2023,8,22,10,40,174.8553,174.994,174.7365,174.9742
1692700500,2023,8,22,10,35,174.7365,174.9346,174.5681,174.8553
1692700200,2023,8,22,10,30,175.2246,175.2812,174.7216,174.7365
1692699900,2023,8,22,10,25,174.989,175.2416,174.9445,175.2317
1692699600,2023,8,22,10,20,175.1922,175.3452,174.9752,174.989
1692699300,2023,8,22,10,15,175.2812,175.3901,175.0435,175.1921
1692699000,2023,8,22,10,10,174.8801,175.3769,174.8553,175.2812
1692698700,2023,8,22,10,5,174.8603,175.0224,174.7266,174.885
1692698400,2023,8,22,10,0,174.8999,174.9742,174.6374,174.8603
1692698100,2023,8,22,9,55,174.7414,174.9247,174.6274,174.9048
1692697800,2023,8,22,9,50,174.8751,174.9048,174.6969,174.7414
1692697500,2023,8,22,9,45,174.8553,175.2317,174.7563,174.8702
1692697200,2023,8,22,9,40,174.8157,174.9989,174.6275,174.8652
1692696900,2023,8,22,9,35,174.885,175.0534,174.7662,174.8207
1692696600,2023,8,22,9,30,175.3604,175.3852,174.5582,174.885
1692633300,2023,8,21,15,55,174.271,174.2908,174.0115,174.1125
1692633000,2023,8,21,15,50,174.2264,174.4047,174.1125,174.271
1692632700,2023,8,21,15,45,174.3799,174.4096,174.2215,174.2215
1692632400,2023,8,21,15,40,174.2116,174.4394,174.2066,174.3799
1692632100,2023,8,21,15,35,174.162,174.2595,174.1125,174.2116
1692631800,2023,8,21,15,30,174.0531,174.172,173.9541,174.167
1692631500,2023,8,21,15,25,174.2512,174.2809,174.0234,174.0531
1692631200,2023,8,21,15,20,174.18,174.289,174.1472,174.252
1692630900,2023,8,21,15,15,174.1819,174.271,174.1521,174.172
1692630600,2023,8,21,15,10,174.1819,174.2096,174.0432,174.1769
1692630300,2023,8,21,15,5,174.1323,174.2215,174.0432,174.182
1692630000,2023,8,21,15,0,173.9739,174.172,173.964,174.1274
1692629700,2023,8,21,14,55,174.0729,174.0927,173.9462,173.9689
1692629400,2023,8,21,14,50,174.172,174.1918,174.063,174.0779
1692629100,2023,8,21,14,45,174.1422,174.2215,174.0729,174.172
1692628800,2023,8,21,14,40,173.9541,174.172,173.9541,174.1422
1692628500,2023,8,21,14,35,173.8253,174.0036,173.8204,173.9603
1692628200,2023,8,21,14,30,173.8649,173.964,173.7886,173.8154
1692627900,2023,8,21,14,25,173.7857,173.9144,173.7487,173.855
1692627600,2023,8,21,14,20,173.9413,174.063,173.7758,173.7857
1692627300,2023,8,21,14,15,173.7758,173.9392,173.7609,173.9295
1692627000,2023,8,21,14,10,173.6371,173.7956,173.6371,173.7659
1692626700,2023,8,21,14,5,173.5579,173.6966,173.4935,173.6322
1692626400,2023,8,21,14,0,173.5678,173.6668,173.4391,173.5579
1692626100,2023,8,21,13,55,173.647,173.7164,173.4985,173.5678
1692625800,2023,8,21,13,50,173.8154,173.8743,173.6421,173.652
1692625500,2023,8,21,13,45,173.8946,173.9244,173.7362,173.8123
1692625200,2023,8,21,13,40,173.7737,173.9045,173.7609,173.9036
1692624900,2023,8,21,13,35,173.7065,173.8748,173.6668,173.7659
1692624600,2023,8,21,13,30,173.6741,173.8154,173.6074,173.7065
1692624300,2023,8,21,13,25,173.6049,173.8402,173.5759,173.6768
1692624000,2023,8,21,13,20,173.4341,173.6322,173.4293,173.6074
1692623700,2023,8,21,13,15,173.2113,173.4461,173.1915,173.4351
1692623400,2023,8,21,13,10,173.3747,173.3967,173.1865,173.2162
1692623100,2023,8,21,13,5,173.2014,173.4093,173.1816,173.3796
1692622800,2023,8,21,13,0,173.3994,173.4886,173.2014,173.2113
1692622500,2023,8,21,12,55,173.2608,173.4589,173.2509,173.3925
1692622200,2023,8,21,12,50,173.3549,173.3796,173.236,173.2657
1692621900,2023,8,21,12,45,173.2497,173.3895,173.2051,173.3522
1692621600,2023,8,21,12,40,173.122,173.3301,173.1023,173.2424
1692621300,2023,8,21,12,35,173.1023,173.1518,173.0429,173.1221
1692621000,2023,8,21,12,30,173.1023,173.1816,173.0033,173.0962
1692620700,2023,8,21,12,25,172.9785,173.1419,172.9785,173.0974
1692620400,2023,8,21,12,20,172.8447,173.033,172.8151,172.9785
1692620100,2023,8,21,12,15,172.7507,172.8844,172.7507,172.835
1692619800,2023,8,21,12,10,172.518,172.7856,172.3793,172.7459
1692619500,2023,8,21,12,5,172.6269,172.6368,172.4883,172.518
1692619200,2023,8,21,12,0,172.4685,172.7012,172.4487,172.6269
1692618900,2023,8,21,11,55,172.3843,172.5477,172.3496,172.4785
1692618600,2023,8,21,11,50,172.4883,172.5576,172.2902,172.3892
1692618300,2023,8,21,11,45,172.2753,172.5378,172.1912,172.4883
1692618000,2023,8,21,11,40,172.3793,172.409,172.2407,172.2753
1692617700,2023,8,21,11,35,172.5081,172.5576,172.3001,172.3695
1692617400,2023,8,21,11,30,172.3199,172.5675,172.3001,172.5081
1692617100,2023,8,21,11,25,172.211,172.3397,172.1911,172.3199
1692616800,2023,8,21,11,20,172.2704,172.3905,172.1911,172.2119
1692616500,2023,8,21,11,15,172.31,172.31,172.0673,172.2753
1692616200,2023,8,21,11,10,172.5774,172.5972,172.3001,172.3149
1692615900,2023,8,21,11,5,172.7163,172.7953,172.4784,172.5774
1692615600,2023,8,21,11,0,172.5675,172.7755,172.4239,172.726
1692615300,2023,8,21,10,55,172.6368,172.726,172.5378,172.5675
1692615000,2023,8,21,10,50,172.825,172.8547,172.518,172.6289
1692614700,2023,8,21,10,45,172.6566,172.9439,172.5774,172.8151
1692614400,2023,8,21,10,40,172.5675,172.7903,172.5575,172.6665
1692614100,2023,8,21,10,35,172.5675,172.6864,172.4338,172.5774
1692613800,2023,8,21,10,30,172.3595,172.6665,172.2506,172.5695
1692613500,2023,8,21,10,25,172.7408,172.7804,172.2803,172.3496
1692613200,2023,8,21,10,20,173.0627,173.0726,172.6864,172.7458
1692612900,2023,8,21,10,15,173.0132,173.1122,172.8993,173.0578
1692612600,2023,8,21,10,10,173.5381,173.5579,172.9975,173.0181
1692612300,2023,8,21,10,5,173.5876,173.8847,173.5282,173.5284
1692612000,2023,8,21,10,0,173.7164,173.751,173.5579,173.5926
1692611700,2023,8,21,9,55,173.0924,173.7164,173.0627,173.7164
1692611400,2023,8,21,9,50,173.1617,173.2014,172.9137,173.0825
1692611100,2023,8,21,9,45,173.4688,173.5183,172.9588,173.1617
1692610800,2023,8,21,9,40,173.3584,173.6454,173.3004,173.4539
1692610500,2023,8,21,9,35,173.0726,173.548,173.0726,173.3416
1692610200,2023,8,21,9,30,173.3895,173.4391,172.6764,173.0528
1692374100,2023,8,18,15,55,172.6864,172.9042,172.4784,172.8151
1692373800,2023,8,18,15,50,173.2608,173.4192,172.6665,172.6864
1692373500,2023,8,18,15,45,173.1023,173.3054,173.0875,173.2509
1692373200,2023,8,18,15,40,172.8349,173.1221,172.8151,173.1122
1692372900,2023,8,18,15,35,172.8448,172.8547,172.7062,172.8349
1692372600,2023,8,18,15,30,172.8151,172.8728,172.7161,172.825
1692372300,2023,8,18,15,25,172.5824,172.8745,172.5279,172.8201
1692372000,2023,8,18,15,20,172.6269,172.8249,172.4838,172.5824
1692371700,2023,8,18,15,15,172.5081,172.6367,172.4685,172.6269
1692371400,2023,8,18,15,10,172.6368,172.6763,172.4239,172.5081
1692371100,2023,8,18,15,5,172.6864,172.825,172.617,172.6376
1692370800,2023,8,18,15,0,172.7507,172.7507,172.5477,172.6864
1692370500,2023,8,18,14,55,172.7804,172.8448,172.6665,172.7458
1692370200,2023,8,18,14,50,173.0677,173.0726,172.6864,172.7854
1692369900,2023,8,18,14,45,172.9686,173.1122,172.8844,173.0664
1692369600,2023,8,18,14,40,173.1419,173.2014,172.924,172.9686
1692369300,2023,8,18,14,35,173.0528,173.1419,172.9539,173.1419
1692369000,2023,8,18,14,30,172.8597,173.0726,172.7854,173.0478
1692368700,2023,8,18,14,25,172.8547,172.9141,172.6665,172.8745
1692368400,2023,8,18,14,20,172.8151,172.9719,172.7557,172.8448
1692368100,2023,8,18,14,15,172.8052,172.924,171.9038,172.8233
1692367800,2023,8,18,14,10,172.9934,173.0033,172.6566,172.8027
1692367500,2023,8,18,14,5,172.8399,173.0725,171.9038,172.9934
1692367200,2023,8,18,14,0,172.7359,172.8448,172.6764,172.8448
1692366900,2023,8,18,13,55,172.7804,172.7953,172.617,172.7359
1692366600,2023,8,18,13,50,172.7359,172.7953,172.6665,172.7854
1692366300,2023,8,18,13,45,172.6368,172.7953,172.5675,172.7359
1692366000,2023,8,18,13,40,172.5378,172.6269,172.4536,172.6269
1692365700,2023,8,18,13,35,172.7161,172.7359,172.5378,172.5378
1692365400,2023,8,18,13,30,172.6022,172.7359,172.5477,172.7161
1692365100,2023,8,18,13,25,172.3397,172.6269,172.1516,172.6022
1692364800,2023,8,18,13,20,172.5081,172.5972,171.9336,172.3397
1692364500,2023,8,18,13,15,172.5477,172.6864,171.9733,172.5081
1692364200,2023,8,18,13,10,172.518,172.5576,172.31,172.5477
1692363900,2023,8,18,13,5,172.4833,172.6071,172.4189,172.5229
1692363600,2023,8,18,13,0,172.31,172.4982,172.2011,172.4741
1692363300,2023,8,18,12,55,172.5923,172.5923,172.2605,172.3082
1692363000,2023,8,18,12,50,172.6467,172.6913,172.5576,172.5972
1692362700,2023,8,18,12,45,172.5477,172.6764,172.4189,172.6467
1692362400,2023,8,18,12,40,172.3595,172.5576,172.2816,172.543
1692362100,2023,8,18,12,35,172.2902,172.3694,172.1713,172.3397
1692361800,2023,8,18,12,30,172.1515,172.3199,172.1317,172.2901
1692361500,2023,8,18,12,25,172.211,172.2407,172.1129,172.1515
1692361200,2023,8,18,12,20,172.1701,172.2803,172.0328,172.2209
1692360900,2023,8,18,12,15,172.3496,172.3892,172.0724,172.1614
1692360600,2023,8,18,12,10,172.617,172.6418,172.2605,172.3581
1692360300,2023,8,18,12,5,172.7161,172.7557,172.6096,172.617
1692360000,2023,8,18,12,0,172.6269,172.7656,172.4982,172.7259
1692359700,2023,8,18,11,55,172.4189,172.6963,172.3942,172.6418
1692359400,2023,8,18,11,50,172.1515,172.4784,172.1169,172.409
1692359100,2023,8,18,11,45,172.0277,172.1961,171.9634,172.1416
1692358800,2023,8,18,11,40,171.9634,172.0624,171.6177,172.0308
1692358500,2023,8,18,11,35,171.7653,172.0426,171.7554,171.9633
1692358200,2023,8,18,11,30,171.7851,171.9634,171.6969,171.7653
1692357900,2023,8,18,11,25,172.0624,172.1317,171.7851,171.795
1692357600,2023,8,18,11,20,172.0129,172.2307,171.9251,172.0624
1692357300,2023,8,18,11,15,171.9832,172.1862,171.9733,172.003
1692357000,2023,8,18,11,10,171.7554,172.0426,171.7554,171.9832
1692356700,2023,8,18,11,5,172.0327,172.0624,171.6662,171.7405
1692356400,2023,8,18,11,0,172.0385,172.2803,171.9535,172.0426
1692356100,2023,8,18,10,55,171.8643,172.0822,171.8544,172.0426
1692355800,2023,8,18,10,50,171.894,171.9237,171.6167,171.8742
1692355500,2023,8,18,10,45,171.9733,172.102,171.8049,171.899
1692355200,2023,8,18,10,40,171.9039,172.0822,171.8742,171.9648
1692354900,2023,8,18,10,35,171.4434,171.9931,171.4285,171.9138
1692354600,2023,8,18,10,30,171.1512,171.4483,171.1017,171.4384
1692354300,2023,8,18,10,25,171.6563,171.6761,171.1314,171.1413
1692354000,2023,8,18,10,20,171.4137,171.6959,171.3642,171.6464
1692353700,2023,8,18,10,15,171.4186,171.4483,170.9829,171.4236
1692353400,2023,8,18,10,10,171.2007,171.4583,171.1116,171.4196
1692353100,2023,8,18,10,5,171.1413,171.2305,170.9631,171.2107
1692352800,2023,8,18,10,0,170.8046,171.1908,170.7763,171.1314
1692352500,2023,8,18,9,55,171.0522,171.072,170.7407,170.8244
1692352200,2023,8,18,9,50,171.2007,171.4483,170.9531,171.0225
1692351900,2023,8,18,9,45,171.1116,171.28,170.6857,171.2107
1692351600,2023,8,18,9,40,171.2107,171.2503,170.7749,171.1314
1692351300,2023,8,18,9,35,171.2305,171.4781,170.8541,171.2021
1692351000,2023,8,18,9,30,170.6461,171.686,170.3094,171.2306
1692287700,2023,8,17,15,55,172.9637,173.033,172.2209,172.3199
1692287400,2023,8,17,15,50,172.3001,173.2113,172.2902,172.9635
